Name,brand,rating,no_rating,key_benefit
Dr Willmar Schwabe India Asparagus Officinalis Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '']"
Dr Willmar Schwabe India Veratrum Viride Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Malandrinum Dilution 200 CH,Dr Reckeweg & Co,4.6,10 Ratings,[]
Dr. Majumder Homeo World Bryonia Alba Dilution 1M (30ml Each),Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Rhododendron Chrysanthum Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,4.6,26 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 12 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Lord's L 169 Vertigo Drop,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Filix Mas Dilution 6X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Chrysarobinum Dilution 30 CH,SBL Pvt Ltd,4.5,31 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Jacaranda Dilution 1000 CH,SBL Pvt Ltd,4.8,21 Ratings,[]
Bakson's Homeopathy Amoora Rohituka Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '']"
Pioneer Pharma P55 Hernia Drop,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Trillium Pendulum Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Juniperus Virginiana Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Mercurius Iodatus Ruber Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
LDD Bioscience Malandrinum Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Zincum Metallicum Dilution 1M,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '']"
Bjain Collinsonia Canadensis Globules 0/5 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Kali Oxalicum Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Sett Dey Helonias Dioica Mother Tincture,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '']"
Wheezal Cina Globules 0/9 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bjain Arsenicum Album Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,108 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Sulphur Dilution 50M CH,SBL Pvt Ltd,4.4,1228 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Digitalis Purpurea Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,4.3,17 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Lord's Gnaphalium Poly Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Hippomanes Pellets 30 CH,Homeotrade,,,"['', '', '', '', '', '']"
Bakson's Homeopathy Ignatia Amara Dilution 200 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Dr. Reckeweg Teucrium M V Dilution 50M CH,Dr Reckeweg & Co,4.4,32 Ratings,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Abelmoschus Mother Tincture Q,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Chelidonium Majus Dilution 6C,Bjain Pharmaceuticals Pvt. Ltd.,4.5,29 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bjain Calcarea Phosphorica Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.7,26 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Conium Maculatum Globules 0/10 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Wheezal Acidum Nitricum Dilution 50M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Carcinosinum Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,4.1,25 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Sett Dey Acidum Phosphoricum Dilution 1M,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '']"
Wheezal Oldenlandia Herbacea Dilution 6,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Dr. Reckeweg Thuja Occ Dilution 6 CH,Dr Reckeweg & Co,4.5,613 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Opium Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,4.2,54 Ratings,"['', '', '', '', '', '', '', '', '']"
Bjain Camphora Dilution 6C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Pioneer Pharma Withania Somni Globules Pellet Multidose Pills 200 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acorus Calamus Dilution (30ml Each) 6,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Berberis Aquifoli Globules Pellet Multidose Pills 6 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Rxhomeo Selenium Metallicum 30C,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Hypericum Perforatum Mother Tincture Q,Dr Reckeweg & Co,4.6,16 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Similia Damiagin Plus Drop,Similia Homoeo Laboratory,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Gelsemium Sempervirens Globules 0/9 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
ADEL Merc Iod Rub Dilution 10M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Oleander Dilution 3 CH,SBL Pvt Ltd,4.8,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Robinia Pseudocacia Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,4.4,68 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Psorinum 0/29 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Titanium Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Wheezal Agnus Castus 0/4 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
ADEL Cholesterinum Dilution CM,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Ephedra Vulgaris Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Rxhomeo Glonoinum 30C Pellets,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Graphites Pentarkan Ptk 50 Tablet,Dr Willmar Schwabe India Pvt Ltd,4.5,58 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Combo Pack of Dr. Reckeweg R42 Varicosis Drop (22ml) & SBL Calcarea Fluorica Biochemic Tablet 6X (25gm),,4.5,2092 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Bellis Perennis Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.8,14 Ratings,"['', '', '', '', '', '', '', '', '', '']"
SBL Plumbum Aceticum Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Platinum Metallicum Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bio India Bach Flower Walnut,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bjain Manganum Aceticum Globules 0/9 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Caulophyllum Thalictroides Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Phylanthus Nirurs Dilution 6 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Medisynth Lycopodium Clavatum Dilution 30,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Chelone Glabra Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Haslab HC 18 Ledum Complex Tablet,HASLAB,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Dulcamara Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bjain Alumina Globules 0/27 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bjain Aconitum Napellus Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,54 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Blatta Orientalis Dilution CM CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain LYCOPODIUM CLAVATUM Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Kent's Acinil,Kent Pharmaceuticals,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Arsenicum Iodatum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Avena Sativa Dilution 1000 CH,SBL Pvt Ltd,4.6,36 Ratings,"['', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Magnesia Sulphurica Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Alfalfa Mother Tincture Q,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Calcarea Phosphorica Globules 0/12 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Magnesium Sulphuricum Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Typhoidiunum Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Pinus Lamb Mother Tincture Q,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Acidum Nitricum Dilution 10M,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Coffea Cruda Dilution 3X,Wheezal Homoeo Pharma,,,[]
Wheezal Aurum Mur. Nat Trituration Tablet 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Hapdco Rheumacon Syrup,HAPDCO,,,"['', '', '', '', '', '', '']"
Dr. Reckeweg Calc Ars Dilution 1000 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Acidum Muriaticum Globules 0/26 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Petroleum Globules 0/17 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Spiranthes Autumnalis Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Ammonium Muriaticum Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Asarum Europaeum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Omeo D-FVR Plus Syrup,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Ambrosia Artemisiaefolia Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Sulphur Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,4.4,161 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience LD 46 Worms Drop,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Menyanthes Trifoliata Dilution 50M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
Wheezal Dulcamara Globules 0/18 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bjain Argentum Nitricum Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,4.5,36 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Fraxinus Americana Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.5,34 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Oleum Santali Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Arnica Mont Dilution 200,LDD Bioscience Pvt Ltd,4.3,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Pulsatilla Dilution 200,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Kali Phosphoricum Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Kali Cynatum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Boricke Damiatone Oral Drops,Dr. Boricke Med Pharma,4.2,40 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Quercus Glandium Spiritus Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Pothos Foetidus Globules 0/26 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
ADEL Passiflora Inc. Mother Tincture Q,Adel Pekana Germany,,,"['', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Hippuricum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Lilium Tigrinum Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Formicum Dilution (30ml Each) 200,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '']"
Bjain Cocculus Indicus Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,4.4,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
BRL Rauwolfia Plus Drop,Boericke Research Laboratory,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Staphysagria Dilution 200,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
SBL Lecithinum Dilution 12 CH,SBL Pvt Ltd,4.5,15 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Epigaea Repens Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
Pioneer Pharma Bio-Combination No 9 Tablet,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '']"
Similia Thuja Dilution 30 CH,Similia Homoeo Laboratory,4.5,71 Ratings,"['', '', '', '', '', '', '']"
Dr Willmar Schwabe India Magnesia Phosphoricum Biochemic Tablet 3X,Dr Willmar Schwabe India Pvt Ltd,4.4,94 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Natrum Muriaticum 0/14 LM,SBL Pvt Ltd,4.7,31 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Vernonia Anthelmintica Dilution 6,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Cichorium Intybus Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Kali Oxalicum Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Adven Glow-Aid Drop,Adven Biotech Pvt Ltd,3.2,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
REPL Dr. Advice No.215 Palpit-Gone Drop,Renovision Exports Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bjain Magnesium Phosphoricum Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,4.5,38 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Aconitum Ferox Dilution (30ml Each) 3,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Colchicum Autumnale Globules 0/14 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
LDD Bioscience Mensol Plus Syrup,LDD Bioscience Pvt Ltd,,,[]
Dr. Majumder Homeo World Acidum Hydrocyanicum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '']"
Bjain Ginseng Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,4.6,26 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Lilium Tigrinum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Calendula Nectar Multi Purpose Cream,Wheezal Homoeo Pharma,4.8,33 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Atropinum Dilution 10M CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Arnica Album Dilution 3 (30ml Each),Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Bovista Dilution(30ml Each) 12,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Viola Tricolor Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Arsenicum Metallicu Globules 0/43 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
Dr. Reckeweg Ammonium Carb Dilution 30 CH,Dr Reckeweg & Co,4.6,29 Ratings,"['', '', '', '', '', '', '', '']"
Bjain Acidum Phosphoricum Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,4.4,37 Ratings,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Hygrophilla Spinosa Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Baryta Muriatica Globules 0/15 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Arsenicum Bromatum Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Elaps Corallinus Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Gossypium Herbaceum Dilution 50M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Dr. Majumder Homeo World Abroma Radix Dilution (30 ml Each) 200 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 1M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Aluminium Muriaticum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Hering Pharma Bryonia Alba Mother Tincture Q,Hering Pharma,,,"['', '', '', '', '', '']"
SBL Cucurbita Pepo Dilution 3 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Hekla Lava Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Wheezal Rhus Toxicodendron Globules 0/24 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Psorinum 0/23 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Calcarea Arsenicum 3X,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '']"
Bjain Graphites Globules 0/27 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Verbascum Thapsus Dilution 30,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Silicea 0/11 LM,SBL Pvt Ltd,4.6,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Agnus Castus Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.4,32 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Rhus Venenata Dilution 200 CH,Dr Reckeweg & Co,,,[]
Bakson's Homeopathy Euonymus Europaeus Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Dr. Johns Dianil Sugar Free Tonic,Nanak Laboratories Pvt Ltd,,,[]
Dr Willmar Schwabe India Bio-Combination 21 (BC 21) Tablet,Dr Willmar Schwabe India Pvt Ltd,4.3,24 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Yerba Santa Dilution 6X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
ADEL Justicia Adh Dilution 30,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ferrum Picricum Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Doliosis D7 Cold Sinus Drop,Doliosis Homoeo Pharma Pvt Ltd,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Ferrum Plus Iron Tonic Sugar Free,Bakson Drugs & Pharmaceuticals Pvt. ltd.,4.5,67 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Withania Somnifera (Ashvagandha) Dilution 1000,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
"Dr. Romas Homeopathy HD-54 Toothache, 2 Bottles of 2 Dram",Dr. Romas Homeopathy,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Terminalia Chebula Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Prime Health Uk Vine Drop,Shivam Homoeopathic,,,"['', '', '', '', '', '', '']"
Bjain Gaultheria Procumbens Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,4.4,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Pothos Foetidus Globules 0/18 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Calcarea Renalis Dilution 4X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
LDD Bioscience Argentum Phosphoricum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Natrum Carbonicum Dilution 200,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '']"
LDD Bioscience Euphrasia Officinalis Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
Bjain Caladium Seguinum Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.3,72 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Granatum Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Johns Leuco-Plex Syrup,Nanak Laboratories Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Picricum Dilution (30ml Each) 200,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Calcarea Arsenicosa Globules 0/30 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Dr Willmar Schwabe India Spigelia Dilution CM CH,Dr Willmar Schwabe India Pvt Ltd,4.6,55 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Chenopodium Anthelminticum Dilution 12 CH,SBL Pvt Ltd,4.6,98 Ratings,"['', '', '', '', '', '', '', '', '']"
Wheezal Comocladia Dentata Dilution 3X,Wheezal Homoeo Pharma,,,[]
Dr. Reckeweg Selenium Dilution 200 CH,Dr Reckeweg & Co,4.3,169 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Withania Somni Globules Pellet Multidose Pills 30 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Aloe Socotrina Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '']"
Wheezal Lemna Minor Dilution 6,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Lilium Tigrinum Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Cineraria Maritima Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,4,24 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Caulophyllum Thalictroides Globules 0/17 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bio India Ferrum Phosphoricum Biochemic Tablet 200X,Bio-India Pharma Pvt Ltd,4.8,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Tellurium Dilution 10M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
